t=0 enPsi maxBondDim enPhi svn(x) 
1.4 -21.0825 130 -19.5901 0.000555495 0.0235615 0.0554935 0.389237 0.474558 0.610106 0.302303 0.0648692 0.0131876 0.00142094 9.52853e-05 
1.5 -21.0825 132 -19.5901 0.000816581 0.0312893 0.0694623 0.429429 0.519946 0.659532 0.334121 0.0825117 0.0176891 0.00217822 0.000153228 
1.6 -21.0825 140 -19.5901 0.001164 0.0407065 0.0851087 0.468171 0.565255 0.70563 0.364696 0.102799 0.0232126 0.00323384 0.000236475 
1.7 -21.0825 145 -19.5901 0.00161506 0.0519777 0.102327 0.505266 0.609713 0.747903 0.393819 0.125728 0.0298597 0.00467054 0.000352769 
1.8 -21.0825 150 -19.5901 0.00218808 0.0652417 0.120987 0.5407 0.65242 0.785996 0.421439 0.151234 0.0377155 0.0065851 0.000511252 
1.9 -21.0825 155 -19.5901 0.00290157 0.0806026 0.140952 0.574612 0.692454 0.819735 0.447654 0.179194 0.046843 0.00908764 0.000722383 
2 -21.0825 165 -19.5901 0.00377381 0.0981234 0.162092 0.607245 0.729007 0.849148 0.472688 0.209431 0.0572796 0.0123022 0.000997785 
2.1 -21.0825 174 -19.5901 0.00482208 0.11782 0.184294 0.638887 0.761502 0.874468 0.496852 0.24172 0.0690347 0.0163648 0.0013501 
2.2 -21.0825 181 -19.5901 0.00606183 0.139662 0.207473 0.669815 0.789679 0.896128 0.520501 0.275799 0.0820879 0.021422 0.00179242 
2.3 -21.0825 190 -19.5901 0.00750569 0.163569 0.231572 0.700244 0.813632 0.914721 0.543978 0.311379 0.0963897 0.0276281 0.00233782 
2.4 -21.0825 199 -19.5901 0.00916215 0.189418 0.256552 0.730295 0.833797 0.930945 0.567578 0.348151 0.111865 0.0351409 0.00299893 
2.5 -21.0825 209 -19.5901 0.0110347 0.217047 0.282384 0.759984 0.850877 0.94552 0.591508 0.385795 0.128418 0.0441173 0.00378705 
2.6 -21.0825 218 -19.5901 0.0131205 0.246263 0.309024 0.789242 0.865725 0.959098 0.615882 0.423985 0.145937 0.0547073 0.0047116 
2.7 -21.0825 229 -19.5901 0.0154097 0.276851 0.336404 0.817928 0.879204 0.972185 0.640716 0.462393 0.164309 0.0670475 0.0057793 
2.8 -21.0825 240 -19.5901 0.0178848 0.308582 0.364409 0.845863 0.892064 0.985095 0.665943 0.500692 0.183417 0.081254 0.00699368 
2.9 -21.0825 252 -19.5901 0.0205211 0.341218 0.392878 0.872855 0.904842 0.99795 0.691436 0.538557 0.203156 0.097416 0.00835421 
3 -21.0825 262 -19.5901 0.0232867 0.374517 0.421606 0.898718 0.917806 1.0107 0.717027 0.575669 0.223435 0.115589 0.00985588 
3.1 -21.0825 273 -19.5901 0.0261449 0.408237 0.450354 0.923287 0.930928 1.02316 0.742533 0.611722 0.244175 0.13579 0.0114886 
3.2 -21.0825 282 -19.5901 0.0290558 0.442131 0.47888 0.946425 0.9439 1.03508 0.767768 0.646428 0.265316 0.157994 0.0132373 
3.3 -21.0825 292 -19.5901 0.0319799 0.475946 0.506953 0.968028 0.956194 1.04616 0.792551 0.679532 0.286809 0.182128 0.0150812 
3.4 -21.0825 301 -19.5901 0.034881 0.509417 0.534383 0.988013 0.967152 1.05611 0.816718 0.710815 0.308616 0.208074 0.0169941 
3.5 -21.0825 400 -19.5901 0.0377296 0.542269 0.561036 1.00633 0.976117 1.06472 0.840116 0.740108 0.330706 0.23567 0.0189443 
3.6 -21.0825 423 -19.5901 0.040506 0.574214 0.58684 1.02292 0.982544 1.07184 0.8626 0.767293 0.353051 0.264714 0.0208969 
3.7 -21.0825 449 -19.5901 0.0432016 0.60495 0.611759 1.0377 0.986069 1.07738 0.883996 0.792279 0.375601 0.29496 0.0228126 
3.8 -21.0825 476 -19.5901 0.045819 0.634163 0.635787 1.05058 0.986596 1.08133 0.90411 0.815011 0.398291 0.326124 0.0246498 
